record_id,nama_usaha,alamat,kecamatan
R000401,STUDIO Sentosa Abadi,JALAN PAJAJARAN NOMOR 28 RT 04 RW 12,Tanah Sareal
R009549,WARUNG Gemilang Usaha 668,JALAN KEBUN RAYA NOMOR 213 RT 08 RW 03,Bogor Barat
R008060,DEPOT Gemilang Elektronik 463,JALAN SUKAMAJU NOMOR 244 RT 11 RW 07,Bogor Utara
R002617,CV Kencana Abadi,JALAN KEBUN RAYA NOMOR 14 RT 10 RW 06,Bogor Timur
R006807,BENGKEL Gemilang Motor,JALAN NUSA INDAH NOMOR 94 RT 04 RW 03,Tanah Sareal
R013534,WARUNG Prima Persada 882,JALAN TERATAI NOMOR 244 RT 13 RW 12,Bogor Utara
R004274,UD Sejahtera Jaya,JALAN NUSA INDAH NOMOR 51 RT 01 RW 08,Bogor Utara
R007140,UD Lestari Persada,JALAN CEMPAKA NOMOR 195 RT 15 RW 03,Tanah Sareal
R006526,BENGKEL Kencana Niaga,JALAN TERATAI NOMOR 226 RT 04 RW 01,Tanah Sareal
R009752,KEDAI Harapan Rasa 827,JALAN KEBUN RAYA NOMOR 141 RT 04 RW 06,Bogor Utara
R013579,PT Prima Teknik 918,JALAN MENTARI NOMOR 136 RT 07 RW 11,Bogor Utara
R005543,Warung Mitra Niaga,JLN. Mawar No 1 RT.02/RW.10,Bogor Timur
R008468,KEDAI Sentosa Pangan 797,JALAN SEJAHTERA NOMOR 68 RT 09 RW 05,Bogor Selatan
R003550,DEPOT Utama Busana,JALAN MENTARI NOMOR 215 RT 08 RW 06,Tanah Sareal
R013633,PT Berkah Busana 965,JALAN SUKAMAJU NOMOR 215 RT 07 RW 06,Tanah Sareal
R010313,WARUNG Lestari Jaya 267,JALAN SILIWANGI NOMOR 36 RT 01 RW 10,Bogor Tengah
R009217,BENGKEL Abadi Pangan 400,JALAN RAMBUTAN NOMOR 138 RT 04 RW 02,Bogor Tengah
R012173,BENGKEL Jaya Busana 790,JALAN SEJAHTERA NOMOR 189 RT 03 RW 11,Bogor Selatan
R006573,PT Mandiri Pangan,JALAN MENTARI NOMOR 72 RT 12 RW 03,Tanah Sareal
R014357,WARUNG Gemilang Rasa 563,JALAN KENCANA NOMOR 154 RT 12 RW 06,Bogor Utara
R005947,TOKO Sejahtera Makmur,JALAN KEMUNING NOMOR 211 RT 02 RW 03,Bogor Utara
R004970,WARUNG Nusantara Rasa,JALAN KEMUNING NOMOR 78 RT 15 RW 06,Bogor Selatan
R005231,TOKO Mitra Persada,JLN. Sukamaju No 140 RT.10/RW.04,Bogor Selatan
R003647,CV Gemilang Persada,JALAN KENANGA NOMOR 157 RT 03 RW 12,Tanah Sareal
R006959,Ud Sukses Digital,  Jl.  Kencana   No 239  RT 08 / RW 07 ,Bogor Utara
R008205,TOKO Sentosa Jaya 579,JALAN MELATI NOMOR 116 RT 08 RW 07,Bogor Utara
R003933,CV Sentosa Bersama,JALAN ANGGREK NOMOR 207 RT 15 RW 11,Bogor Utara
R001811,WARUNG Sukses Karya,JALAN MELATI NOMOR 26 RT 02 RW 10,Bogor Selatan
R011320,TOKO Harapan Pangan 092,JALAN WIJAYA NOMOR 200 RT 11 RW 05,Tanah Sareal
R008355,BENGKEL Jaya Digital 703,JALAN PURNAMA NOMOR 231 RT 03 RW 05,Bogor Barat
R002752,UD Prima Digital,JALAN NUSA INDAH NOMOR 113 RT 12 RW 04,Bogor Utara
R001897,CV Berkah Elektronik,JALAN SUKAMAJU NOMOR 49 RT 13 RW 09,Bogor Barat
R003800,KEDAI Jaya Digital,JALAN DURIAN NOMOR 148 RT 11 RW 02,Bogor Tengah
R003203,BENGKEL Sukses Mandiri,JALAN CEMPAKA NOMOR 56 RT 05 RW 09,Bogor Tengah
R011950,DEPOT Harapan Busana 607,JALAN KENCANA NOMOR 72 RT 05 RW 08,Tanah Sareal
R014717,WARUNG Prima Sentosa 846,JALAN PINUS NOMOR 109 RT 04 RW 01,Bogor Utara
R001529,DEPOT Maju Pangan,JALAN MAWAR NOMOR 167 RT 06 RW 02,Bogor Timur
R013588,STUDIO Cahaya Sentosa 924,JALAN SENTOSA NOMOR 101 RT 12 RW 10,Bogor Tengah
R003493,UD Mitra Pangan,JALAN MELATI NOMOR 5 RT 01 RW 12,Bogor Tengah
R004098,BENGKEL Makmur Sejahtera,JALAN CEMPAKA NOMOR 72 RT 03 RW 11,Bogor Barat
R014506,TOKO Maju Utama 673,JALAN FLAMBOYAN NOMOR 20 RT 11 RW 04,Bogor Timur
R013004,STUDIO Gemilang Karya 471,JALAN CENDANA NOMOR 20 RT 03 RW 08,Bogor Utara
R010105,UD Sukses Sejahtera 091,JALAN RAMBUTAN NOMOR 124 RT 09 RW 04,Bogor Tengah
R001418,TOKO Sejahtera Makmur,JALAN MAWAR NOMOR 244 RT 01 RW 09,Tanah Sareal
R006827,KEDAI Nusantara Rasa,JALAN SUKAMAJU NOMOR 191 RT 15 RW 11,Bogor Selatan
R005398,ud karya pangan,JLN. Melati No 84 RT.10/RW.04,Bogor Selatan
R013556,PT Nusantara Elektronik 901,Jl. Kamboja No. 226 RT 3/RW 6,Tanah Sareal
R005293,TOKO Utama Persada,JALAN NUSA INDAH NOMOR 234 RT 10 RW 10,Tanah Sareal
R001759,STUDIO  Mitra Jaya,  Jl.  Harapan   No 183  RT 10 / RW 07 ,Bogor Barat
R012717,CV Harapan Digital 240,JALAN HARAPAN NOMOR 184 RT 12 RW 03,Bogor Tengah
R008237,UD Sukses Usaha 606,JALAN FLAMBOYAN NOMOR 143 RT 02 RW 07,Bogor Barat
R004469,DEPOT Cahaya Busana,JALAN WIJAYA NOMOR 51 RT 10 RW 01,Bogor Timur
R005201,CV Sentosa Jaya,JALAN SUKAMAJU NOMOR 111 RT 04 RW 01,Bogor Timur
R012235,BENGKEL Sentosa Sentosa 847,JALAN HARAPAN NOMOR 128 RT 14 RW 02,Bogor Tengah
R005616,STUDIO Nusantara Abadi,JALAN TERATAI NOMOR 13 RT 13 RW 02,Bogor Tengah
R011941,DEPOT Berkah Motor 598,JALAN MAWAR NOMOR 204 RT 01 RW 12,Tanah Sareal
R006409,CV Anugerah Motor,JALAN KENANGA NOMOR 105 RT 06 RW 09,Tanah Sareal
R013628,DEPOT Lestari Bersama 960,JALAN MANGGA NOMOR 115 RT 01 RW 11,Tanah Sareal
R013149,CV Gemilang Niaga 593,JALAN SEJAHTERA NOMOR 109 RT 12 RW 01,Bogor Timur
R005028,STUDIO Jaya Karya,JALAN KEMUNING NOMOR 189 RT 01 RW 10,Bogor Selatan
R010225,BENGKEL Berkah Motor 189,JALAN PURNAMA NOMOR 45 RT 09 RW 03,Bogor Timur
R006031,UD Maju Motor,JALAN CEMPAKA NOMOR 174 RT 02 RW 04,Bogor Selatan
R008177,STUDIO Sukses Elektronik 557,JALAN PURNAMA NOMOR 222 RT 03 RW 09,Bogor Tengah
R007859,UD Nusantara Makmur 295,JALAN CEMPAKA NOMOR 215 RT 02 RW 02,Bogor Selatan
R001769,KEDAI Sentosa Makmur,"Jalan Kamboja Nomor 59, RT 13 RW 02",Bogor Timur
R014765,PT Makmur Sejahtera 888,JALAN MERDEKA NOMOR 15 RT 05 RW 11,Bogor Timur
R014138,CV Makmur Abadi 374,JALAN DURIAN NOMOR 177 RT 03 RW 03,Bogor Barat
R009002,WARUNG Kencana Bersama 228,JALAN KENANGA NOMOR 103 RT 02 RW 01,Bogor Utara
R001459,STUDIO Utama Niaga,JALAN PINUS NOMOR 190 RT 05 RW 09,Bogor Utara
R006413,TOKO Sejahtera Elektronik,JALAN CEMPAKA NOMOR 84 RT 14 RW 10,Bogor Barat
R012166,BENGKEL Abadi Usaha 783,JALAN DURIAN NOMOR 150 RT 15 RW 02,Tanah Sareal
R001541,TOKO Karya Sentosa,JALAN PINUS NOMOR 183 RT 14 RW 01,Bogor Tengah
R007460,WARUNG Jaya Mandiri 002,JALAN DAHLIA NOMOR 165 RT 08 RW 03,Bogor Tengah
R008721,UD Lestari Mandiri 005,JALAN MELATI NOMOR 209 RT 06 RW 08,Bogor Utara
R006940,WARUNG Prima Abadi,JALAN ANGGREK NOMOR 198 RT 02 RW 01,Bogor Tengah
R002954,TOKO Makmur Elektronik,JALAN KENCANA NOMOR 184 RT 02 RW 01,Bogor Timur
R013701,Toko Maju Bersama 021,JL SEJAHTERA NO 63 RT13 RW05,Bogor Utara
R014279,TOKO Jaya Kreatif 493,JALAN PUSPA NOMOR 18 RT 07 RW 08,Bogor Utara
R002399,BENGKEL Lestari Karya,jl flamboyan no 84 rt 8 rw 9,Bogor Barat
R008646,STUDIO Nusantara Digital 945,JALAN SUKAMAJU NOMOR 9 RT 12 RW 03,Bogor Utara
R005719,WARUNG Berkah Teknik,JALAN ANGGREK NOMOR 219 RT 08 RW 07,Bogor Timur
R006240,CV. Sejahtera Digital,JALAN FLAMBOYAN NOMOR 55 RT 13 RW 01,Tanah Sareal
R006724,UD Harapan Utama,JALAN DAHLIA NOMOR 223 RT 15 RW 01,Tanah Sareal
R011533,DEPOT Makmur Motor 265,JALAN ANGGREK NOMOR 162 RT 09 RW 06,Bogor Selatan
R005254,KEDAI Sejahtera Karya,Jl. Cempaka No. 101 RT 1/RW 2,Bogor Barat
R000668,UD Utama Digital,JALAN FLAMBOYAN NOMOR 50 RT 07 RW 09,Bogor Timur
R007608,Warung Kencana Elektronik 109,"Jalan Pinus Nomor 249, RT 13 RW 02",Tanah Sareal
R000777,TOKO Anugerah Karya,JALAN KAMBOJA NOMOR 217 RT 14 RW 05,Bogor Utara
R006892,KEDAI Kencana Niaga,JALAN HARAPAN NOMOR 70 RT 01 RW 06,Bogor Utara
R012506,UD Kencana Mandiri 076,JALAN PUSPA NOMOR 244 RT 03 RW 09,Bogor Selatan
R003095,UD Anugerah Utama,JALAN MAWAR NOMOR 205 RT 06 RW 07,Bogor Utara
R004113,TOKO Cahaya Persada,JALAN HARAPAN NOMOR 15 RT 11 RW 10,Bogor Utara
R004504,CV Prima Rasa,JALAN NUSA INDAH NOMOR 151 RT 02 RW 04,Bogor Timur
R005756,UD Karya Sentosa,JALAN MELATI NOMOR 171 RT 13 RW 11,Bogor Selatan
R001791,CV Prima Karya,JALAN FLAMBOYAN NOMOR 87 RT 13 RW 06,Bogor Tengah
R011057,CV Maju Abadi 869,JALAN KEMUNING NOMOR 122 RT 11 RW 10,Bogor Barat
R003660,STUDIO Jaya Digital,JALAN FLAMBOYAN NOMOR 54 RT 04 RW 10,Tanah Sareal
R004675,WARUNG Gemilang Abadi,JALAN KEMUNING NOMOR 201 RT 05 RW 08,Bogor Timur
R002123,CV Utama Jaya,JALAN TERATAI NOMOR 137 RT 03 RW 12,Bogor Timur
R000559,Bengkel Harapan Kreatif,  Jl.  Durian   No 109  RT 12 / RW 03 ,Tanah Sareal
R012254,CV Abadi Abadi 862,JALAN ANGGREK NOMOR 229 RT 15 RW 05,Tanah Sareal
R004538,DEPOT Gemilang Bersama,JALAN SUKAMAJU NOMOR 110 RT 06 RW 02,Bogor Barat
R013186,WARUNG Nusantara Rasa 619,JALAN MAWAR NOMOR 131 RT 01 RW 03,Bogor Selatan
R006930,UD Sentosa Pangan,JALAN MANGGA NOMOR 134 RT 12 RW 05,Tanah Sareal
R003099,UD Lestari Karya,JALAN KAMBOJA NOMOR 243 RT 09 RW 10,Bogor Timur
R007517,STUDIO Maju Niaga 039,JALAN KEBUN RAYA NOMOR 107 RT 05 RW 12,Bogor Timur
R009800,KEDAI Abadi Usaha 847,JL WIJAYA NO 88 RT13 RW01,Bogor Timur
R008999,CV Mandiri Pangan 226,JALAN NUSA INDAH NOMOR 87 RT 09 RW 05,Bogor Selatan
R006001,  STUDIO Abadi Mandiri ,JALAN KEMUNING NOMOR 84 RT 10 RW 02,Bogor Utara
R007754,WARUNG Utama Usaha 219,JALAN NUSA INDAH NOMOR 65 RT 08 RW 02,Bogor Barat
R011999,TOKO Makmur Abadi 645,JALAN ANGGREK NOMOR 135 RT 04 RW 02,Bogor Utara
R007477,KEDAI Makmur Elektronik 018,JALAN WIJAYA NOMOR 179 RT 05 RW 02,Bogor Utara
R006053,KEDAI Makmur Kreatif,JALAN KEBUN RAYA NOMOR 115 RT 07 RW 05,Bogor Utara
R014834,Depot Prima Busana 942,JALAN KEBUN RAYA NOMOR 64 RT 03 RW 07,Bogor Utara
R006034,PT Karya Sejahtera,JALAN WIJAYA NOMOR 155 RT 13 RW 04,Bogor Tengah
R005659,UD Prima Usaha,jl pinus no 244 rt 12 rw 5,Bogor Timur
R012360,STUDIO Sejahtera Utama 954,JALAN PUSPA NOMOR 193 RT 14 RW 02,Bogor Barat
R006353,BENGKEL Makmur Abadi,JALAN TERATAI NOMOR 172 RT 09 RW 11,Bogor Utara
R011131,TOKO Nusantara Digital 930,JALAN SILIWANGI NOMOR 46 RT 12 RW 08,Bogor Barat
R008936,DEPOT Kencana Pangan 180,JALAN MAWAR NOMOR 115 RT 11 RW 06,Bogor Timur
R009036,DEPOT Sentosa Abadi 256,JALAN FLAMBOYAN NOMOR 89 RT 14 RW 08,Tanah Sareal
R009075,BENGKEL Prima Busana 285,JALAN TERATAI NOMOR 187 RT 02 RW 10,Bogor Utara
R008531,WARUNG Kencana Niaga 845,JALAN NUSA INDAH NOMOR 118 RT 12 RW 11,Tanah Sareal
R008353,TOKO Anugerah Niaga 701,JALAN PAJAJARAN NOMOR 202 RT 04 RW 08,Bogor Tengah
R008201,CV Jaya Utama 575,Jl. Dahlia No. 147 RT 9/RW 6,Bogor Timur
R012786,CV Makmur Sentosa 300,JALAN TERATAI NOMOR 141 RT 02 RW 08,Bogor Selatan
R010288,BENGKEL Kencana Niaga 246,JALAN WIJAYA NOMOR 181 RT 14 RW 06,Bogor Selatan
R008068,WARUNG Harapan Busana 470,JALAN MELATI NOMOR 209 RT 06 RW 09,Bogor Timur
R004384,WARUNG Prima Jaya,JALAN PINUS NOMOR 32 RT 08 RW 03,Bogor Barat
R010613,BENGKEL Jaya Niaga 506,JALAN MENTARI NOMOR 146 RT 09 RW 06,Bogor Selatan
R004214,CV Mitra Niaga,JALAN WIJAYA NOMOR 109 RT 15 RW 04,Bogor Tengah
R008609,PT Cahaya Pangan 915,JALAN KEMUNING NOMOR 199 RT 05 RW 09,Tanah Sareal
R009245,PT Maju Persada 425,JALAN MANGGA NOMOR 140 RT 13 RW 10,Bogor Selatan
R012415,KEDAI Anugerah Bersama 997,JALAN WIJAYA NOMOR 180 RT 03 RW 12,Tanah Sareal
R013313,BENGKEL Harapan Persada 705,JALAN TERATAI NOMOR 39 RT 05 RW 04,Bogor Timur
R008189,UD Makmur Busana 567,JALAN KEMUNING NOMOR 232 RT 15 RW 05,Bogor Barat
R003434,CV Lestari Digital,JALAN MAWAR NOMOR 212 RT 07 RW 03,Tanah Sareal
R004639,UD Jaya Karya,JALAN KENCANA NOMOR 211 RT 04 RW 03,Bogor Tengah
R003914,PT Kencana Jaya,JALAN WIJAYA NOMOR 105 RT 04 RW 01,Bogor Barat
R006949,TOKO Maju Motor,JALAN DURIAN NOMOR 176 RT 05 RW 01,Bogor Utara
R003339,PT Kencana Karya,JALAN WIJAYA NOMOR 114 RT 04 RW 03,Bogor Selatan
R011645,DEPOT Cahaya Mandiri 361,JALAN KEMUNING NOMOR 180 RT 13 RW 11,Bogor Barat
R000774,CV Harapan Kreatif,JALAN TERATAI NOMOR 177 RT 07 RW 02,Bogor Timur
R002604,STUDIO Jaya Usaha,JALAN FLAMBOYAN NOMOR 165 RT 01 RW 09,Bogor Utara
R005735,WARUNG Sejahtera Rasa,JALAN MERDEKA NOMOR 236 RT 11 RW 05,Bogor Tengah
R013191,CV Harapan Usaha 621,JALAN ANGGREK NOMOR 46 RT 11 RW 07,Tanah Sareal
R000664,CV Jaya Rasa,JALAN MERDEKA NOMOR 208 RT 10 RW 04,Bogor Utara
R010914,DEPOT Karya Pangan 759,JALAN HARAPAN NOMOR 10 RT 04 RW 02,Bogor Utara
R009930,WARUNG Utama Bersama 945,JALAN KEBUN RAYA NOMOR 152 RT 04 RW 10,Tanah Sareal
R012621,UD Sentosa Usaha 162,JALAN ANGGREK NOMOR 231 RT 08 RW 02,Bogor Tengah
R011855,BENGKEL Makmur Mandiri 526,JALAN NUSA INDAH NOMOR 49 RT 14 RW 10,Tanah Sareal
R001743,UD Makmur Sejahtera,"Jalan Kenanga Nomor 181, RT 12 RW 10",Bogor Utara
R011115,BENGKEL Sentosa Elektronik 917,JALAN DURIAN NOMOR 1 RT 03 RW 08,Bogor Selatan
R012870,UD Jaya Elektronik 365,JALAN KEBUN RAYA NOMOR 7 RT 09 RW 04,Bogor Timur
R014073,UD Makmur Abadi 318,JALAN RAMBUTAN NOMOR 137 RT 07 RW 09,Bogor Timur
R000144,WARUNG Utama Jaya,JALAN MAWAR NOMOR 129 RT 11 RW 11,Bogor Selatan
R002599,STUDIO Kencana Pangan,JALAN FLAMBOYAN NOMOR 204 RT 04 RW 10,Tanah Sareal
R010501,CV Abadi Persada 411,JALAN PUSPA NOMOR 35 RT 04 RW 09,Bogor Selatan
R002022,DEPOT Berkah Utama,JALAN MAWAR NOMOR 56 RT 12 RW 05,Bogor Tengah
R009851,WARUNG Anugerah Niaga 887,JALAN SILIWANGI NOMOR 195 RT 15 RW 12,Bogor Utara
R013406,CV Jaya Elektronik 788,JALAN MAWAR NOMOR 127 RT 06 RW 04,Bogor Selatan
R007731,UD Jaya Jaya 201,JALAN CENDANA NOMOR 248 RT 10 RW 07,Bogor Utara
R001762,STUDIO Mitra Jaya,JALAN HARAPAN NOMOR 183 RT 10 RW 07,Bogor Barat
R004621,STUDIO Mandiri Sejahtera,JALAN KENANGA NOMOR 16 RT 05 RW 03,Bogor Timur
R007103,BENGKEL Maju Kreatif,JALAN FLAMBOYAN NOMOR 100 RT 01 RW 03,Bogor Utara
R008791,UD Prima Bersama 066,JALAN HARAPAN NOMOR 27 RT 14 RW 02,Bogor Utara
R000857,BENGKEL Sukses Niaga,JALAN KENCANA NOMOR 236 RT 04 RW 12,Bogor Utara
R004804,PT Sejahtera Abadi,JALAN WIJAYA NOMOR 46 RT 15 RW 01,Bogor Tengah
R013881,KEDAI Cahaya Jaya 169,JALAN MAWAR NOMOR 181 RT 04 RW 05,Tanah Sareal
R011790,BENGKEL Sentosa Sejahtera 475,JALAN MERDEKA NOMOR 167 RT 04 RW 03,Bogor Tengah
R005470,WARUNG Cahaya Digital,Jl. Dahlia No. 244 RT 5/RW 6,Bogor Timur
R007599,BENGKEL Kencana Sejahtera 102,JALAN NUSA INDAH NOMOR 145 RT 05 RW 11,Bogor Timur
R004048,WARUNG Cahaya Rasa,JALAN TERATAI NOMOR 110 RT 01 RW 10,Tanah Sareal
R008949,PT Abadi Motor 191,JALAN SENTOSA NOMOR 147 RT 13 RW 07,Bogor Utara
R012518,UD Jaya Niaga 084,JALAN SILIWANGI NOMOR 119 RT 14 RW 05,Bogor Timur
R012563,STUDIO Gemilang Karya 120,JALAN ANGGREK NOMOR 141 RT 09 RW 01,Bogor Selatan
R009727,KEDAI Makmur Sejahtera 807,jl kebun raya no 243 rt 12 rw 11,Tanah Sareal
R000192,PT Sejahtera Kreatif,JALAN KENCANA NOMOR 16 RT 04 RW 09,Bogor Barat
R009166,CV  Nusantara Utama 360,JALAN HARAPAN NOMOR 83 RT 04 RW 05,Bogor Barat
R006682,DEPOT Karya Elektronik,JALAN DURIAN NOMOR 200 RT 01 RW 06,Bogor Selatan
R011773,BENGKEL Nusantara Persada 459,JALAN KEMUNING NOMOR 1 RT 09 RW 07,Bogor Timur
R007041,TOKO Lestari Mandiri,JALAN SILIWANGI NOMOR 87 RT 12 RW 12,Bogor Timur
R008102,TOKO Sukses Usaha 497,JALAN RAMBUTAN NOMOR 241 RT 10 RW 09,Bogor Selatan
R001965,TOKO Utama Digital,JALAN FLAMBOYAN NOMOR 99 RT 11 RW 01,Bogor Barat
R013453,KEDAI Cahaya Abadi 827,JALAN PAJAJARAN NOMOR 231 RT 12 RW 12,Bogor Utara
R013514,KEDAI Gemilang Teknik 874,JALAN PURNAMA NOMOR 62 RT 08 RW 09,Bogor Timur
R003533,WARUNG Gemilang Pangan,JALAN ANGGREK NOMOR 11 RT 01 RW 04,Bogor Timur
R001211,BENGKEL Gemilang Niaga,JALAN WIJAYA NOMOR 23 RT 05 RW 11,Bogor Utara
R003843,BENGKEL Jaya Mandiri,JALAN PINUS NOMOR 7 RT 01 RW 12,Bogor Timur
R011224,BENGKEL Cahaya Digital 005,"Jalan Kenanga Nomor 73, RT 12 RW 07",Bogor Utara
R011358,CV Berkah Teknik 123,JALAN KAMBOJA NOMOR 72 RT 15 RW 06,Bogor Utara
R012319,TOKO Utama Mandiri 916,JALAN SEJAHTERA NOMOR 39 RT 01 RW 11,Bogor Timur
R012675,STUDIO Sukses Digital 206,JL PAJAJARAN NO 1 RT11 RW09,Bogor Tengah
R005821,KEDAI Mandiri Karya,JALAN MELATI 56 RT 6 RW 10,Bogor Tengah
R009034,DEPOT Anugerah Elektronik 255,JALAN RAMBUTAN NOMOR 79 RT 13 RW 06,Bogor Timur
R004310,DEPOT Kencana Rasa,JALAN CENDANA NOMOR 15 RT 02 RW 05,Bogor Utara
R009689,KEDAI Cahaya Kreatif 774,JALAN MAWAR NOMOR 144 RT 02 RW 07,Bogor Timur
R011346,warung lestari jaya 113,JL MERDEKA NO 216 RT12 RW02,Bogor Timur
R000468,PT Jaya Karya,JALAN SILIWANGI NOMOR 207 RT 09 RW 03,Bogor Utara
R001947,UD Prima Motor,JALAN MANGGA NOMOR 25 RT 13 RW 08,Bogor Selatan
R000845,KEDAI Abadi Abadi,JALAN WIJAYA NOMOR 154 RT 04 RW 05,Bogor Tengah
R014844,KEDAI Mandiri Pangan 949,JALAN KENANGA NOMOR 165 RT 12 RW 02,Tanah Sareal
R002974,WARUNG Makmur Mandiri,JALAN RAMBUTAN NOMOR 37 RT 04 RW 10,Tanah Sareal
R002510,WARUNG Sejahtera Busana,JALAN MANGGA NOMOR 153 RT 01 RW 04,Bogor Timur
R005053,BENGKEL Karya Makmur,JALAN RAMBUTAN NOMOR 56 RT 05 RW 07,Bogor Barat
R002874,STUDIO Abadi Bersama,JALAN CEMPAKA NOMOR 160 RT 14 RW 07,Bogor Timur
R010323,STUDIO Harapan Sentosa 275,JALAN SILIWANGI NOMOR 70 RT 12 RW 08,Bogor Selatan
R013877,STUDIO Prima Bersama 165,JALAN PAJAJARAN NOMOR 218 RT 11 RW 07,Bogor Utara
R010502,CV Abadi Persada 411,jl puspa no 35 rt 4 rw 9,Bogor Selatan
R012391,TOKO Makmur Rasa 982,JALAN PAJAJARAN NOMOR 20 RT 15 RW 12,Bogor Tengah
R000610,BENGKEL Harapan Sentosa,JALAN MAWAR NOMOR 90 RT 02 RW 06,Bogor Timur
R001653,STUDIO Sukses Elektronik,JALAN WIJAYA NOMOR 96 RT 14 RW 12,Bogor Selatan
R004764,CV Nusantara Rasa,JALAN SEJAHTERA NOMOR 232 RT 05 RW 09,Tanah Sareal
R008451,KEDAI Sukses Usaha 781,JALAN HARAPAN NOMOR 184 RT 04 RW 03,Bogor Selatan
R003784,CV Harapan Karya,JALAN PURNAMA NOMOR 197 RT 15 RW 07,Bogor Utara
R006202,WARUNG Cahaya Karya,JALAN MENTARI NOMOR 146 RT 03 RW 03,Bogor Barat
R006373,WARUNG Mandiri Digital,JALAN KAMBOJA NOMOR 146 RT 01 RW 12,Bogor Timur
R011077,STUDIO Cahaya Pangan 884,JALAN KENCANA NOMOR 104 RT 08 RW 04,Bogor Barat
R011558,CV Harapan Rasa 288,JALAN KEBUN RAYA NOMOR 188 RT 03 RW 07,Bogor Timur
R010051,DEPOT Maju Sejahtera 049,JALAN MELATI NOMOR 27 RT 06 RW 12,Tanah Sareal
R008817,TOKO Mitra Rasa 087,JALAN PURNAMA NOMOR 55 RT 03 RW 06,Tanah Sareal
R010099,CV Makmur Kreatif 086,JALAN KEBUN RAYA NOMOR 149 RT 06 RW 04,Bogor Selatan
R002413,TOKO Jaya Sejahtera,JALAN MAWAR NOMOR 11 RT 15 RW 04,Bogor Barat
R014236,BENGKEL Mandiri Sentosa 455,JALAN SILIWANGI NOMOR 110 RT 02 RW 06,Bogor Utara
R006199,KEDAI Kencana Abadi,JALAN MAWAR NOMOR 144 RT 12 RW 01,Tanah Sareal
R005241,WARUNG Lestari Teknik,JALAN KEMUNING NOMOR 185 RT 02 RW 12,Bogor Tengah
R014619,KEDAI Kencana Abadi 762,JALAN DURIAN NOMOR 178 RT 01 RW 11,Bogor Barat
R002422,STUDIO Kencana Utama,JALAN NUSA INDAH NOMOR 35 RT 02 RW 12,Bogor Selatan
R001220,UD Harapan Digital,JALAN MAWAR NOMOR 29 RT 04 RW 10,Bogor Barat
R007088,KEDAI Prima Niaga,JALAN SEJAHTERA NOMOR 115 RT 15 RW 09,Bogor Selatan
R001730,UD Maju Motor,JALAN SEJAHTERA NOMOR 176 RT 06 RW 09,Bogor Tengah
R010262,UD Abadi Niaga 223,JALAN MANGGA NOMOR 98 RT 08 RW 02,Bogor Selatan
R001046,WARUNG Mandiri Busana,JALAN RAMBUTAN NOMOR 116 RT 15 RW 12,Bogor Selatan
R000946,BENGKEL Karya Rasa,JALAN FLAMBOYAN NOMOR 68 RT 03 RW 05,Bogor Timur
R002508,BENGKEL Nusantara Elektronik,JALAN NUSA INDAH NOMOR 195 RT 09 RW 04,Bogor Selatan
R010535,KEDAI Prima Jaya 442,JALAN FLAMBOYAN NOMOR 79 RT 02 RW 10,Bogor Tengah
R001070,BENGKEL Anugerah Motor,JALAN DURIAN NOMOR 215 RT 07 RW 06,Bogor Utara
R014172,KEDAI Sukses Digital 402,JALAN CEMPAKA NOMOR 12 RT 14 RW 01,Bogor Selatan
R004431,UD Anugerah Mandiri,JALAN KEMUNING NOMOR 13 RT 06 RW 11,Bogor Utara
R007911,TOKO Kencana Elektronik 339,Jl. Kebun Raya No. 201 RT 7/RW 10,Bogor Selatan
R003464,STUDIO Gemilang Teknik,JALAN KENCANA NOMOR 75 RT 08 RW 06,Bogor Tengah
R009751,CV Lestari Karya 826,JALAN DAHLIA NOMOR 148 RT 11 RW 01,Bogor Timur
R014530,STUDIO Sukses Karya 688,JALAN SILIWANGI NOMOR 126 RT 07 RW 02,Bogor Utara
R008597,TOKO Jaya Usaha 907,JALAN TERATAI NOMOR 2 RT 11 RW 04,Bogor Timur
R013549,PT Cahaya Teknik 896,JALAN KENANGA NOMOR 145 RT 01 RW 10,Bogor Timur
R002654,UD Abadi Karya,JALAN NUSA INDAH NOMOR 90 RT 13 RW 08,Bogor Tengah
R009381,BENGKEL Maju Rasa 541,jl siliwangi no 61 rt 1 rw 2,Bogor Selatan
R001221,BENGKEL Anugerah Busana,JALAN SUKAMAJU NOMOR 80 RT 14 RW 01,Bogor Barat
R010305,TOKO Kencana Utama 260,JALAN PINUS NOMOR 89 RT 05 RW 09,Tanah Sareal
R009130,KEDAI Anugerah Usaha 334,JALAN DAHLIA NOMOR 189 RT 14 RW 07,Bogor Utara
R000493,UD Jaya Rasa,JALAN DURIAN NOMOR 245 RT 01 RW 02,Tanah Sareal
R005515,PT Mitra Rasa,JALAN KEBUN RAYA NOMOR 20 RT 08 RW 10,Bogor Barat
R008923,PT Maju Persada 167,JALAN NUSA INDAH NOMOR 189 RT 05 RW 06,Bogor Timur
R010358,TOKO Makmur Digital 306,JALAN KEBUN RAYA NOMOR 175 RT 15 RW 07,Bogor Selatan
R012007,PT Nusantara Niaga 651,JALAN KEMUNING NOMOR 139 RT 06 RW 02,Bogor Selatan
R006299,PT Jaya Sentosa,"Jalan Wijaya Nomor 142, RT 14 RW 06",Bogor Tengah
